Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"IC","Credit to Agriculture","422","Lebanon","6110","Value US$","23018","Total Credit","2021","2021","million USD","8900.867192","A","Official figure"
"IC","Credit to Agriculture","422","Lebanon","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","136.37007","A","Official figure"
"IC","Credit to Agriculture","422","Lebanon","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","136.3701","A","Official figure"
"IC","Credit to Agriculture","426","Lesotho","6110","Value US$","23018","Total Credit","2021","2021","million USD","140.243053","A","Official figure"
"IC","Credit to Agriculture","426","Lesotho","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","6.146007","A","Official figure"
"IC","Credit to Agriculture","426","Lesotho","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","6.146016","A","Official figure"
"IC","Credit to Agriculture","430","Liberia","6110","Value US$","23018","Total Credit","2021","2021","million USD","66141.66","A","Official figure"
"IC","Credit to Agriculture","430","Liberia","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","3064.14","A","Official figure"
"IC","Credit to Agriculture","430","Liberia","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","3064.14","A","Official figure"
"IC","Credit to Agriculture","454","Malawi","6110","Value US$","23018","Total Credit","2021","2021","million USD","998.631401","A","Official figure"
"IC","Credit to Agriculture","454","Malawi","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","152.766531","A","Official figure"
"IC","Credit to Agriculture","458","Malaysia","6110","Value US$","23018","Total Credit","2021","2021","million USD","462295.93986","A","Official figure"
"IC","Credit to Agriculture","458","Malaysia","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","8949.994484","A","Official figure"
"IC","Credit to Agriculture","458","Malaysia","6110","Value US$","23067","Credit to Agriculture and Forestry","2021","2021","million USD","8861.21225","A","Official figure"
"IC","Credit to Agriculture","458","Malaysia","6110","Value US$","23065","Credit to Forestry and Fishery","2021","2021","million USD","520.711462","A","Official figure"
"IC","Credit to Agriculture","458","Malaysia","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","8518.075632","A","Official figure"
"IC","Credit to Agriculture","458","Malaysia","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","8429.28821","A","Official figure"
"IC","Credit to Agriculture","458","Malaysia","6110","Value US$","23064","Credit to Forestry","2021","2021","million USD","431.92404","A","Official figure"
"IC","Credit to Agriculture","458","Malaysia","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","88.787422","A","Official figure"
"IC","Credit to Agriculture","462","Maldives","6110","Value US$","23018","Total Credit","2021","2021","million USD","1807.695395","A","Official figure"
"IC","Credit to Agriculture","462","Maldives","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","19.197669","A","Official figure"
"IC","Credit to Agriculture","462","Maldives","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","19.197671","A","Official figure"
"IC","Credit to Agriculture","462","Maldives","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","0.020881","A","Official figure"
"IC","Credit to Agriculture","462","Maldives","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","19.176789","A","Official figure"
"IC","Credit to Agriculture","466","Mali","6110","Value US$","23018","Total Credit","2021","2021","million USD","6899.026384","A","Official figure"
"IC","Credit to Agriculture","466","Mali","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","200.416208","A","Official figure"
"IC","Credit to Agriculture","466","Mali","6110","Value US$","23067","Credit to Agriculture and Forestry","2021","2021","million USD","199.370396","A","Official figure"
"IC","Credit to Agriculture","466","Mali","6110","Value US$","23065","Credit to Forestry and Fishery","2021","2021","million USD","2.185632","A","Official figure"
"IC","Credit to Agriculture","466","Mali","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","199.276623","A","Official figure"
"IC","Credit to Agriculture","466","Mali","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","198.230693","A","Official figure"
"IC","Credit to Agriculture","466","Mali","6110","Value US$","23064","Credit to Forestry","2021","2021","million USD","1.139703","A","Official figure"
"IC","Credit to Agriculture","466","Mali","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","1.04593","A","Official figure"
"IC","Credit to Agriculture","484","Mexico","6110","Value US$","23018","Total Credit","2021","2021","million USD","269295.06127","A","Official figure"
"IC","Credit to Agriculture","484","Mexico","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","5716.456858","A","Official figure"
"IC","Credit to Agriculture","500","Montserrat","6110","Value US$","23018","Total Credit","2021","2021","million USD","39.037037","A","Official figure"
"IC","Credit to Agriculture","500","Montserrat","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","0.003704","A","Official figure"
"IC","Credit to Agriculture","500","Montserrat","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","0.003704","A","Official figure"
"IC","Credit to Agriculture","504","Morocco","6110","Value US$","23018","Total Credit","2021","2021","million USD","109573.58753","A","Official figure"
"IC","Credit to Agriculture","504","Morocco","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","4305.511054","A","Official figure"
"IC","Credit to Agriculture","504","Morocco","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","4305.509127","A","Official figure"
"IC","Credit to Agriculture","508","Mozambique","6110","Value US$","23018","Total Credit","2021","2021","million USD","3770.215453","A","Official figure"
"IC","Credit to Agriculture","508","Mozambique","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","102.906494","A","Official figure"
"IC","Credit to Agriculture","508","Mozambique","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","102.906494","A","Official figure"
"IC","Credit to Agriculture","516","Namibia","6110","Value US$","23018","Total Credit","2021","2021","million USD","7151.12405","A","Official figure"
"IC","Credit to Agriculture","516","Namibia","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","520.244338","A","Official figure"
"IC","Credit to Agriculture","516","Namibia","6110","Value US$","23067","Credit to Agriculture and Forestry","2021","2021","million USD","395.753747","A","Official figure"
"IC","Credit to Agriculture","516","Namibia","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","124.491472","A","Official figure"
"IC","Credit to Agriculture","524","Nepal","6110","Value US$","23018","Total Credit","2021","2021","million USD","35322.150167","A","Official figure"
"IC","Credit to Agriculture","524","Nepal","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","2394.37365","A","Official figure"
"IC","Credit to Agriculture","524","Nepal","6110","Value US$","23067","Credit to Agriculture and Forestry","2021","2021","million USD","2394.371996","A","Official figure"
"IC","Credit to Agriculture","524","Nepal","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","2318.558259","A","Official figure"
"IC","Credit to Agriculture","524","Nepal","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","75.813737","A","Official figure"
"IC","Credit to Agriculture","528","Netherlands (Kingdom of the)","6110","Value US$","23018","Total Credit","2021","2021","million USD","338024.87067","A","Official figure"
"IC","Credit to Agriculture","528","Netherlands (Kingdom of the)","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","27698.599872","A","Official figure"
"IC","Credit to Agriculture","554","New Zealand","6110","Value US$","23018","Total Credit","2021","2021","million USD","618734.61593","A","Official figure"
"IC","Credit to Agriculture","554","New Zealand","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","43720.469656","A","Official figure"
"IC","Credit to Agriculture","558","Nicaragua","6110","Value US$","23018","Total Credit","2021","2021","million USD","3719.520936","A","Official figure"
"IC","Credit to Agriculture","558","Nicaragua","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","493.837816","A","Official figure"
"IC","Credit to Agriculture","562","Niger","6110","Value US$","23018","Total Credit","2021","2021","million USD","1613.529271","A","Official figure"
"IC","Credit to Agriculture","562","Niger","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","15.609587","A","Official figure"
"IC","Credit to Agriculture","562","Niger","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","15.609596","A","Official figure"
"IC","Credit to Agriculture","562","Niger","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","15.598776","A","Official figure"
"IC","Credit to Agriculture","562","Niger","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","0.01082","A","Official figure"
"IC","Credit to Agriculture","566","Nigeria","6110","Value US$","23018","Total Credit","2021","2021","million USD","59662.588736","A","Official figure"
"IC","Credit to Agriculture","566","Nigeria","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","3567.837132","A","Official figure"
"IC","Credit to Agriculture","566","Nigeria","6110","Value US$","23067","Credit to Agriculture and Forestry","2021","2021","million USD","3567.838587","A","Official figure"
"IC","Credit to Agriculture","512","Oman","6110","Value US$","23018","Total Credit","2021","2021","million USD","59719.864759","A","Official figure"
"IC","Credit to Agriculture","512","Oman","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","111.03225","A","Official figure"
"IC","Credit to Agriculture","512","Oman","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","111.03225","A","Official figure"
"IC","Credit to Agriculture","586","Pakistan","6110","Value US$","23018","Total Credit","2021","2021","million USD","40346.17345","A","Official figure"
"IC","Credit to Agriculture","586","Pakistan","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","1992.756927","A","Official figure"
"IC","Credit to Agriculture","586","Pakistan","6110","Value US$","23067","Credit to Agriculture and Forestry","2021","2021","million USD","1981.908377","A","Official figure"
"IC","Credit to Agriculture","586","Pakistan","6110","Value US$","23064","Credit to Forestry","2021","2021","million USD","0.500478","A","Official figure"
"IC","Credit to Agriculture","586","Pakistan","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","10.344968","A","Official figure"
"IC","Credit to Agriculture","591","Panama","6110","Value US$","23018","Total Credit","2021","2021","million USD","52412.127265","A","Official figure"
"IC","Credit to Agriculture","591","Panama","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","1874.717257","A","Official figure"
"IC","Credit to Agriculture","598","Papua New Guinea","6110","Value US$","23018","Total Credit","2021","2021","million USD","2890.67109","A","Official figure"
"IC","Credit to Agriculture","598","Papua New Guinea","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","83.932546","A","Official figure"
"IC","Credit to Agriculture","598","Papua New Guinea","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","1.8525","A","Official figure"
"IC","Credit to Agriculture","598","Papua New Guinea","6110","Value US$","23064","Credit to Forestry","2021","2021","million USD","33.0315","A","Official figure"
"IC","Credit to Agriculture","598","Papua New Guinea","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","11.343","A","Official figure"
"IC","Credit to Agriculture","608","Philippines","6110","Value US$","23018","Total Credit","2021","2021","million USD","184933.89877","A","Official figure"
"IC","Credit to Agriculture","608","Philippines","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","4948.264471","A","Official figure"
"IC","Credit to Agriculture","410","Republic of Korea","6110","Value US$","23018","Total Credit","2021","2021","million USD","1381830.7618","A","Official figure"
"IC","Credit to Agriculture","410","Republic of Korea","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","45755.933389","A","Official figure"
"IC","Credit to Agriculture","498","Republic of Moldova","6110","Value US$","23018","Total Credit","2021","2021","million USD","3187.645612","A","Official figure"
"IC","Credit to Agriculture","498","Republic of Moldova","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","234.8484","A","Official figure"
"IC","Credit to Agriculture","498","Republic of Moldova","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","234.84885","A","Official figure"
"IC","Credit to Agriculture","643","Russian Federation","6110","Value US$","23018","Total Credit","2021","2021","million USD","577254.98715","A","Official figure"
"IC","Credit to Agriculture","643","Russian Federation","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","33617.915044","A","Official figure"
"IC","Credit to Agriculture","646","Rwanda","6110","Value US$","23018","Total Credit","2021","2021","million USD","2606.321275","A","Official figure"
"IC","Credit to Agriculture","646","Rwanda","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","30.491377","A","Official figure"
"IC","Credit to Agriculture","659","Saint Kitts and Nevis","6110","Value US$","23018","Total Credit","2021","2021","million USD","784.781481","A","Official figure"
"IC","Credit to Agriculture","659","Saint Kitts and Nevis","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","0.307407","A","Official figure"
"IC","Credit to Agriculture","659","Saint Kitts and Nevis","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","0.274074","A","Official figure"
"IC","Credit to Agriculture","659","Saint Kitts and Nevis","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","0.033333","A","Official figure"
"IC","Credit to Agriculture","662","Saint Lucia","6110","Value US$","23018","Total Credit","2021","2021","million USD","1317.237037","A","Official figure"
"IC","Credit to Agriculture","662","Saint Lucia","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","1.72963","A","Official figure"
"IC","Credit to Agriculture","662","Saint Lucia","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","1.674074","A","Official figure"
"IC","Credit to Agriculture","662","Saint Lucia","6110","Value US$","23064","Credit to Forestry","2021","2021","million USD","0.025926","A","Official figure"
"IC","Credit to Agriculture","662","Saint Lucia","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","0.025926","A","Official figure"
"IC","Credit to Agriculture","670","Saint Vincent and the Grenadines","6110","Value US$","23018","Total Credit","2021","2021","million USD","461.866667","A","Official figure"
"IC","Credit to Agriculture","670","Saint Vincent and the Grenadines","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","0.655556","A","Official figure"
"IC","Credit to Agriculture","670","Saint Vincent and the Grenadines","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","0.492593","A","Official figure"
"IC","Credit to Agriculture","670","Saint Vincent and the Grenadines","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","0.162963","A","Official figure"
"IC","Credit to Agriculture","686","Senegal","6110","Value US$","23018","Total Credit","2021","2021","million USD","6882.21241","A","Official figure"
"IC","Credit to Agriculture","686","Senegal","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","172.604615","A","Official figure"
"IC","Credit to Agriculture","686","Senegal","6110","Value US$","23067","Credit to Agriculture and Forestry","2021","2021","million USD","153.170336","A","Official figure"
"IC","Credit to Agriculture","686","Senegal","6110","Value US$","23065","Credit to Forestry and Fishery","2021","2021","million USD","19.556988","A","Official figure"
"IC","Credit to Agriculture","686","Senegal","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","172.482108","A","Official figure"
"IC","Credit to Agriculture","686","Senegal","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","153.047728","A","Official figure"
"IC","Credit to Agriculture","686","Senegal","6110","Value US$","23064","Credit to Forestry","2021","2021","million USD","0.122608","A","Official figure"
"IC","Credit to Agriculture","686","Senegal","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","19.43438","A","Official figure"
"IC","Credit to Agriculture","688","Serbia","6110","Value US$","23018","Total Credit","2021","2021","million USD","15761.396255","A","Official figure"
"IC","Credit to Agriculture","688","Serbia","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","929.250995","A","Official figure"
"IC","Credit to Agriculture","690","Seychelles","6110","Value US$","23018","Total Credit","2021","2021","million USD","563.346237","A","Official figure"
"IC","Credit to Agriculture","690","Seychelles","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","16.813924","A","Official figure"
"IC","Credit to Agriculture","690","Seychelles","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","16.813902","A","Official figure"
"IC","Credit to Agriculture","690","Seychelles","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","6.045913","A","Official figure"
"IC","Credit to Agriculture","690","Seychelles","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","10.767989","A","Official figure"
"IC","Credit to Agriculture","702","Singapore","6110","Value US$","23018","Total Credit","2021","2021","million USD","607330.14261","A","Official figure"
"IC","Credit to Agriculture","702","Singapore","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","1527.599964","A","Official figure"
"IC","Credit to Agriculture","702","Singapore","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","1527.596174","A","Official figure"
"IC","Credit to Agriculture","703","Slovakia","6110","Value US$","23018","Total Credit","2021","2021","million USD","24119.379913","A","Official figure"
"IC","Credit to Agriculture","703","Slovakia","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","988.823102","A","Official figure"
"IC","Credit to Agriculture","724","Spain","6110","Value US$","23018","Total Credit","2021","2021","million USD","675460.73656","A","Official figure"
"IC","Credit to Agriculture","724","Spain","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","27139.163613","A","Official figure"
"IC","Credit to Agriculture","144","Sri Lanka","6110","Value US$","23018","Total Credit","2021","2021","million USD","36349.16591","A","Official figure"
"IC","Credit to Agriculture","144","Sri Lanka","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","2758.588314","A","Official figure"
"IC","Credit to Agriculture","144","Sri Lanka","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","2758.590648","A","Official figure"
"IC","Credit to Agriculture","144","Sri Lanka","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","2636.686981","A","Official figure"
"IC","Credit to Agriculture","144","Sri Lanka","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","121.903666","A","Official figure"
"IC","Credit to Agriculture","729","Sudan","6110","Value US$","23018","Total Credit","2021","2021","million USD","4744.46868","A","Official figure"
"IC","Credit to Agriculture","729","Sudan","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","1219.587109","A","Official figure"
"IC","Credit to Agriculture","740","Suriname","6110","Value US$","23018","Total Credit","2021","2021","million USD","401.710876","A","Official figure"
"IC","Credit to Agriculture","740","Suriname","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","11.448291","A","Official figure"
"IC","Credit to Agriculture","740","Suriname","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","9.642281","A","Official figure"
"IC","Credit to Agriculture","740","Suriname","6110","Value US$","23064","Credit to Forestry","2021","2021","million USD","0.374291","A","Official figure"
"IC","Credit to Agriculture","740","Suriname","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","1.365371","A","Official figure"
"IC","Credit to Agriculture","756","Switzerland","6110","Value US$","23018","Total Credit","2021","2021","million USD","1424079.1118","A","Official figure"
"IC","Credit to Agriculture","756","Switzerland","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","11585.10296","A","Official figure"
"IC","Credit to Agriculture","762","Tajikistan","6110","Value US$","23018","Total Credit","2021","2021","million USD","138.213045","A","Official figure"
"IC","Credit to Agriculture","762","Tajikistan","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","19.009568","A","Official figure"
"IC","Credit to Agriculture","762","Tajikistan","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","73.410647","A","Official figure"
"IC","Credit to Agriculture","764","Thailand","6110","Value US$","23018","Total Credit","2021","2021","million USD","548755.95348","A","Official figure"
"IC","Credit to Agriculture","764","Thailand","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","3021.162019","A","Official figure"
"IC","Credit to Agriculture","764","Thailand","6110","Value US$","23067","Credit to Agriculture and Forestry","2021","2021","million USD","2747.87326","A","Official figure"
"IC","Credit to Agriculture","764","Thailand","6110","Value US$","23065","Credit to Forestry and Fishery","2021","2021","million USD","298.713828","A","Official figure"
"IC","Credit to Agriculture","764","Thailand","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","2995.738189","A","Official figure"
"IC","Credit to Agriculture","764","Thailand","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","2722.44881","A","Official figure"
"IC","Credit to Agriculture","764","Thailand","6110","Value US$","23064","Credit to Forestry","2021","2021","million USD","25.42445","A","Official figure"
"IC","Credit to Agriculture","764","Thailand","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","273.289379","A","Official figure"
"IC","Credit to Agriculture","626","Timor-Leste","6110","Value US$","23018","Total Credit","2021","2021","million USD","271.9","A","Official figure"
"IC","Credit to Agriculture","626","Timor-Leste","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","1.928","A","Official figure"
"IC","Credit to Agriculture","768","Togo","6110","Value US$","23018","Total Credit","2021","2021","million USD","1600.485816","A","Official figure"
"IC","Credit to Agriculture","768","Togo","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","0.991829","A","Official figure"
"IC","Credit to Agriculture","768","Togo","6110","Value US$","23067","Credit to Agriculture and Forestry","2021","2021","million USD","0.988223","A","Official figure"
"IC","Credit to Agriculture","768","Togo","6110","Value US$","23065","Credit to Forestry and Fishery","2021","2021","million USD","0.003607","A","Official figure"
"IC","Credit to Agriculture","768","Togo","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","0.99183","A","Official figure"
"IC","Credit to Agriculture","768","Togo","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","0.988223","A","Official figure"
"IC","Credit to Agriculture","768","Togo","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","0.003607","A","Official figure"
"IC","Credit to Agriculture","780","Trinidad and Tobago","6110","Value US$","23018","Total Credit","2021","2021","million USD","4623.239077","A","Official figure"
"IC","Credit to Agriculture","780","Trinidad and Tobago","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","19.057399","A","Official figure"
"IC","Credit to Agriculture","780","Trinidad and Tobago","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","19.057398","A","Official figure"
"IC","Credit to Agriculture","788","Tunisia","6110","Value US$","23018","Total Credit","2021","2021","million USD","27760.394994","A","Official figure"
"IC","Credit to Agriculture","788","Tunisia","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","1145.931429","A","Official figure"
"IC","Credit to Agriculture","792","Türkiye","6110","Value US$","23018","Total Credit","2021","2021","million USD","418104.2972","A","Official figure"
"IC","Credit to Agriculture","792","Türkiye","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","116.789618","A","Official figure"
"IC","Credit to Agriculture","792","Türkiye","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","116.78965","A","Official figure"
"IC","Credit to Agriculture","800","Uganda","6110","Value US$","23018","Total Credit","2021","2021","million USD","5275.670408","A","Official figure"
"IC","Credit to Agriculture","800","Uganda","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","643.85055","A","Official figure"
"IC","Credit to Agriculture","800","Uganda","6110","Value US$","23067","Credit to Agriculture and Forestry","2021","2021","million USD","638.632322","A","Official figure"
"IC","Credit to Agriculture","800","Uganda","6110","Value US$","23065","Credit to Forestry and Fishery","2021","2021","million USD","6.131347","A","Official figure"
"IC","Credit to Agriculture","800","Uganda","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","642.936819","A","Official figure"
"IC","Credit to Agriculture","800","Uganda","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","637.718897","A","Official figure"
"IC","Credit to Agriculture","800","Uganda","6110","Value US$","23064","Credit to Forestry","2021","2021","million USD","0.913425","A","Official figure"
"IC","Credit to Agriculture","800","Uganda","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","5.217922","A","Official figure"
"IC","Credit to Agriculture","804","Ukraine","6110","Value US$","23018","Total Credit","2021","2021","million USD","27571.602912","A","Official figure"
"IC","Credit to Agriculture","804","Ukraine","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","3027.17121","A","Official figure"
"IC","Credit to Agriculture","784","United Arab Emirates","6110","Value US$","23018","Total Credit","2021","2021","million USD","440832.403","A","Official figure"
"IC","Credit to Agriculture","784","United Arab Emirates","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","465.078285","A","Official figure"
"IC","Credit to Agriculture","784","United Arab Emirates","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","465.078285","A","Official figure"
"IC","Credit to Agriculture","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","23018","Total Credit","2021","2021","million USD","723269.58387","A","Official figure"
"IC","Credit to Agriculture","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","26272.754155","A","Official figure"
"IC","Credit to Agriculture","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","23066","Credit to Agriculture and Fishery","2021","2021","million USD","25759.734583","A","Official figure"
"IC","Credit to Agriculture","826","United Kingdom of Great Britain and Northern Ireland","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","513.021571","A","Official figure"
"IC","Credit to Agriculture","834","United Republic of Tanzania","6110","Value US$","23018","Total Credit","2021","2021","million USD","9510.057404","A","Official figure"
"IC","Credit to Agriculture","834","United Republic of Tanzania","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","710.88299","A","Official figure"
"IC","Credit to Agriculture","834","United Republic of Tanzania","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","694.742124","A","Official figure"
"IC","Credit to Agriculture","834","United Republic of Tanzania","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","16.139558","A","Official figure"
"IC","Credit to Agriculture","840","United States of America","6110","Value US$","23018","Total Credit","2021","2021","million USD","10521811","A","Official figure"
"IC","Credit to Agriculture","840","United States of America","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","71126","A","Official figure"
"IC","Credit to Agriculture","840","United States of America","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","71126","A","Official figure"
"IC","Credit to Agriculture","858","Uruguay","6110","Value US$","23018","Total Credit","2021","2021","million USD","10806.85972","A","Official figure"
"IC","Credit to Agriculture","858","Uruguay","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","1415.528261","A","Official figure"
"IC","Credit to Agriculture","858","Uruguay","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","30.593661","A","Official figure"
"IC","Credit to Agriculture","548","Vanuatu","6110","Value US$","23018","Total Credit","2021","2021","million USD","560.38665","A","Official figure"
"IC","Credit to Agriculture","548","Vanuatu","6110","Value US$","23068","Credit to Agriculture, Forestry and Fishing","2021","2021","million USD","11.210291","A","Official figure"
"IC","Credit to Agriculture","548","Vanuatu","6110","Value US$","23019","Credit to Agriculture","2021","2021","million USD","10.342386","A","Official figure"
"IC","Credit to Agriculture","548","Vanuatu","6110","Value US$","23063","Credit to Fishery","2021","2021","million USD","0.027409","A","Official figure"
"IC","Credit to Agriculture","704","Viet Nam","6110","Value US$","23018","Total Credit","2021","2021","million USD","450957.1758","A","Official figure"
